Remark=,"""17:41:07 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:41:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,17:45:22,wheat,1,369.5001274,0,-3.745988349,-0.000696495,-8538.535597,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.252394114,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.006388366,0.907596165,21.3744812,2,4.644859791,1,9.289719582,20.72884941,21.3744812,20.02204323,1.132282972,3.6335814,16.29528427,16.2910881,67.10490417,67.07920074,299.5253601,2.520219803,8.98373127,101.0587692,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497626801,-6.38837E-06,294.5244812,293.8788494,0.403235159,-0.024480143,2.553953478,25.27196301,8.980874908,21.05166531,2.503867553,-0.000696547,1.646357313,0.85751024,-0.000435337,-862.8938984,-2349.895229,63.70618394,4.177955665,-0.571194723,0,2.192591228,0,#DIV/0!,#DIV/0!
156,17:45:23,wheat,1,370.5001273,0,-3.654151139,-0.000627165,-9250.368099,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.21205017,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005752382,0.907590403,21.37456703,2,4.644859791,1,9.289719582,20.72894478,21.37456703,20.02145958,1.134589911,3.574586868,16.29505157,16.29127312,67.10302734,67.07868195,299.522644,2.51701498,8.98237896,101.0587997,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49761322,-5.75238E-06,294.524567,293.8789448,0.402722388,-0.024589013,2.553966911,25.2720883,8.980815183,21.05175591,2.503881488,-0.000627208,1.646376508,0.857504981,-0.000392001,-934.8310973,-2587.814603,63.70687036,4.105615173,-0.567014986,0,2.189803033,0,#DIV/0!,#DIV/0!
157,17:45:24,wheat,1,371.5001273,0,-3.574172793,-0.000559107,-10149.73603,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.177091289,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005128042,0.907578317,21.37461281,2,4.644859791,1,9.289719582,20.7290802,21.37461281,20.02105904,1.134526014,3.5211308,16.2948246,16.29145622,67.10108185,67.07820892,299.5209656,2.513670206,8.988521576,101.0588455,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497604828,-5.12804E-06,294.5246128,293.8790802,0.402187224,-0.024692643,2.553974075,25.27214774,8.980691521,21.0518465,2.503895423,-0.000559141,1.646395758,0.857499666,-0.00034946,-1025.720605,-2882.521724,63.70771687,4.040536497,-0.563544936,0,2.186893079,0,#DIV/0!,#DIV/0!
158,17:45:25,wheat,1,373.0001272,0,-3.497804522,-0.000562872,-9866.374972,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.146887674,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005162906,0.907636799,21.37513351,2,4.644859791,1,9.289719582,20.72924995,21.37513351,20.0209713,1.13589263,3.471495867,16.2950592,16.29166794,67.09973145,67.07810211,299.5219727,2.503331184,8.997833252,101.0589447,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497609863,-5.16291E-06,294.5251335,293.87925,0.400532981,-0.024707911,2.554055568,25.27292933,8.981261396,21.05219173,2.503948525,-0.000562906,1.646418769,0.857529755,-0.000351813,-997.0854427,-2842.110534,63.70650325,3.979803579,-0.559909279,0,2.17789813,0,#DIV/0!,#DIV/0!
159,17:45:26,wheat,1,374.0001271,0,-3.421746175,-0.000609662,-8910.758852,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.11674037,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.005592726,0.907737266,21.37584496,2,4.644859791,1,9.289719582,20.72941971,21.37584496,20.0210495,1.136994839,3.421787024,16.29543686,16.29176331,67.09908295,67.07743835,299.5252991,2.49262619,9.011127472,101.059021,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497626495,-5.59273E-06,294.525845,293.8794197,0.398820182,-0.024664807,2.554166916,25.27401207,8.98224876,21.05263233,2.504016296,-0.000609702,1.64642965,0.857586646,-0.00038106,-900.512566,-2604.124334,63.7038636,3.91904179,-0.556203438,0,2.168584785,0,#DIV/0!,#DIV/0!
Remark=,"""17:45:27 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:45:28 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:45:28 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:45:28 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:45:40 Launched AutoProg /User/Configs/AutoProgs/AutoLog2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:46:08 LCF Lamp: Off""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:46:08 CO2 Mixer -> OFF""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:46:08 Coolers: Tblock -> 20.00 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:46:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,17:46:10,wheat,1,417.5001312,0,-3.14497214,-0.001210075,-4124.415051,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.001418848,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.011113029,0.908692522,21.38009453,2,4.644859791,1,9.289719582,20.7266674,21.38009453,20.01966095,1.127836823,3.227793217,16.29618263,16.28888321,67.09572601,67.06571198,299.5307922,2.461992025,9.06144619,101.059082,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497653961,-1.1113E-05,294.5300945,293.8766674,0.393918715,-0.024046397,2.554832107,25.280579,8.99169579,21.05338097,2.504131453,-0.001210233,1.646139584,0.857991868,-0.000756382,-416.8095989,-1277.781684,63.67271117,3.684826645,-0.543441855,0,2.141933062,0,#DIV/0!,#DIV/0!
161,17:46:11,wheat,1,418.5001311,0,-3.108477248,-0.001382029,-3568.878535,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-0.977006882,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01269556,0.908914674,21.38068199,2,4.644859791,1,9.289719582,20.72238731,21.38068199,20.01199722,1.126108289,3.201708078,16.29594994,16.28761101,67.10398102,67.07130432,299.5296021,2.480573177,9.043253899,101.0589828,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49764801,-1.26956E-05,294.530682,293.8723873,0.3968917,-0.023971857,2.554924075,25.28151386,8.993902849,21.05153465,2.503847457,-0.001382235,1.646009401,0.857838056,-0.000863878,-360.6672347,-1114.679555,63.66447168,3.653437998,-0.541680362,0,2.158098664,0,#DIV/0!,#DIV/0!
162,17:46:12,wheat,1,420.000131,0,-3.279683191,-0.00155099,-3354.885558,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.049800651,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014251855,0.909164816,21.38159561,2,4.644859791,1,9.289719582,20.71812439,21.38159561,20.00535011,1.126099586,3.316042423,16.29593086,16.2865696,67.11234283,67.07741547,299.5265808,2.496021986,9.031755447,101.0588684,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497632904,-1.42519E-05,294.5315956,293.8681244,0.399363509,-0.023916667,2.55506711,25.28295784,8.996388248,21.04986,2.503589891,-0.001551249,1.645902294,0.857687597,-0.000969507,-339.0409382,-1011.713703,63.65583784,3.792652322,-0.550461692,0,2.171539128,0,#DIV/0!,#DIV/0!
163,17:46:13,wheat,1,421.0001309,0,-4.025779803,-0.001697536,-3762.43007,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.387759427,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015602111,0.909362472,21.38235283,2,4.644859791,1,9.289719582,20.7138958,21.38235283,20.00018883,1.124578476,3.812713385,16.29605103,16.28580284,67.12152863,67.08451843,299.5265808,2.506131649,9.024000168,101.0587692,3.083570004,-0.262484014,0,0,0,0,0.25,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497632904,-1.56021E-05,294.5323528,293.8638958,0.400981055,-0.023891473,2.555185663,25.28415577,8.998352931,21.04812431,2.503322961,-0.001697846,1.645823191,0.85749977,-0.001061126,-380.2265522,-986.8116721,63.64904156,4.397747485,-0.582655159,0,2.180334535,0,#DIV/0!,#DIV/0!
164,17:46:14,wheat,1,422.0001309,0,-5.293671738,-0.001824479,-4603.100039,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-1.963566311,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016772335,0.909537814,21.38307953,2,4.644859791,1,9.289719582,20.70976448,21.38307953,19.99674416,1.122963309,4.657707214,16.2962265,16.28520966,67.13123322,67.09203339,299.5266418,2.513413906,9.016066551,101.05867,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497633209,-1.67723E-05,294.5330795,293.8597645,0.402146216,-0.023893018,2.555299444,25.28530647,9.000096814,21.046422,2.503061189,-0.001824838,1.645761629,0.85729956,-0.001140491,-465.183168,-988.2759536,63.64314409,5.42699382,-0.620796567,0,2.186670098,0,#DIV/0!,#DIV/0!
165,17:46:16,wheat,1,423.5001308,0,-7.109286336,-0.001910465,-5903.68652,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-2.784773631,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01756527,0.909656852,21.38344002,2,4.644859791,1,9.289719582,20.70586777,21.38344002,19.99499893,1.118914962,5.865941525,16.29614258,16.28460503,67.14109802,67.0993576,299.5302124,2.52162981,9.008605003,101.0585785,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497651062,-1.75653E-05,294.53344,293.8558678,0.403460761,-0.023932397,2.555355887,25.2858879,9.001282876,21.04465389,2.502789323,-0.001910858,1.645699035,0.857090288,-0.001194251,-596.6181675,-1006.434601,63.63885278,6.899076752,-0.655778799,0,2.193817935,0,#DIV/0!,#DIV/0!
166,17:46:17,wheat,1,424.5001307,0,-8.980244595,-0.00189012,-7538.017175,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-3.62120555,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017379453,0.909722746,21.38349152,2,4.644859791,1,9.289719582,20.70228386,21.38349152,19.99459267,1.114848614,7.111137867,16.29546547,16.28404999,67.14842224,67.10646057,299.5308533,2.53305006,8.989991188,101.0584717,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497654266,-1.73795E-05,294.5334915,293.8522839,0.405288001,-0.024108822,2.555363951,25.28599442,9.00194443,21.04288769,2.502517777,-0.001890505,1.645641205,0.856876572,-0.001181531,-761.7804952,-1060.029677,63.63642156,8.416164364,-0.67901553,0,2.203753552,0,#DIV/0!,#DIV/0!
167,17:46:18,wheat,1,425.5001306,0,-10.67091593,-0.001976838,-8564.031494,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-4.369964101,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.018175098,0.909628419,21.38264275,2,4.644859791,1,9.289719582,20.69887161,21.38264275,19.99513817,1.105828762,8.231014252,16.29561996,16.28368187,67.15871429,67.11393738,299.5308838,2.543726921,8.980589867,101.0583878,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497654419,-1.81751E-05,294.5326427,293.8488716,0.406996298,-0.024075046,2.555231055,25.28470038,9.001018511,21.04075718,2.502190255,-0.001977259,1.645602636,0.856587618,-0.001235749,-865.4672155,-1040.458834,63.63799234,9.781732375,-0.694228426,0,2.213042421,0,#DIV/0!,#DIV/0!
168,17:46:19,wheat,1,426.5001306,0,-12.19503527,-0.001930467,-10022.74762,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.076179561,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.017748286,0.909608569,21.38215637,2,4.644859791,1,9.289719582,20.6958046,21.38215637,19.99591255,1.103944421,9.246782303,16.29479599,16.28313828,67.16647339,67.12115479,299.5319214,2.534949064,8.959637642,101.0583038,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497659607,-1.77483E-05,294.5321564,293.8458046,0.405591841,-0.024260211,2.555154905,25.28396785,9.00082957,21.03898048,2.501917152,-0.001930868,1.645546335,0.856370817,-0.001206756,-1012.881874,-1083.917334,63.63790739,11.01898839,-0.704299249,0,2.205405686,0,#DIV/0!,#DIV/0!
169,17:46:20,wheat,1,428.0001305,0,-13.53466174,-0.001827717,-11749.90545,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-5.679795039,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016801799,0.909519504,21.38143921,2,4.644859791,1,9.289719582,20.69310951,21.38143921,19.99701309,1.103218675,10.14044952,16.29395676,16.28292084,67.17238617,67.1288681,299.5349426,2.536650896,8.93728447,101.0582275,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497674713,-1.68018E-05,294.5314392,293.8431095,0.405864134,-0.024501351,2.555042623,25.28287588,8.999955038,21.03727436,2.501654923,-0.001828077,1.645523119,0.856131804,-0.001142516,-1187.424618,-1158.716428,63.6402966,12.10733272,-0.711428279,0,2.20688628,0,#DIV/0!,#DIV/0!
170,17:46:21,wheat,1,429.0001304,0,-14.71370239,-0.001781205,-13107.47283,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-6.207927863,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.016372146,0.909409356,21.38043785,2,4.644859791,1,9.289719582,20.69074059,21.38043785,19.99817848,1.10119307,10.92560101,16.29322052,16.28246689,67.17838287,67.13586426,299.537262,2.539152622,8.917951584,101.0581818,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.49768631,-1.63721E-05,294.5304379,293.8407406,0.40626441,-0.024629207,2.554885854,25.28133606,8.998869167,21.03558922,2.501395942,-0.001781546,1.645476498,0.855919443,-0.001113436,-1324.617371,-1199.702682,63.64268829,13.06382467,-0.716803538,0,2.209062781,0,#DIV/0!,#DIV/0!
171,17:46:22,wheat,1,430.0001303,0,-15.78003985,-0.00169868,-14741.09861,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-6.680230827,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015611429,0.909290759,21.3794136,2,4.644859791,1,9.289719582,20.68865204,21.3794136,19.99897766,1.099281192,11.63560677,16.29231262,16.28205872,67.18386841,67.14240265,299.5393677,2.543108463,8.903212547,101.0581512,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497696838,-1.56114E-05,294.5294136,293.838652,0.406897345,-0.024799329,2.554725511,25.27975705,8.997698329,21.03403282,2.501156768,-0.001698991,1.645434752,0.855722015,-0.001061842,-1489.708172,-1266.895565,63.64550798,13.92879265,-0.721045016,0,2.212504363,0,#DIV/0!,#DIV/0!
172,17:46:24,wheat,1,431.5001302,0,-16.71680556,-0.001658706,-15992.96847,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-7.103489736,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.015242582,0.90920735,21.37870407,2,4.644859791,1,9.289719582,20.68680763,21.37870407,19.99932861,1.095850706,12.25768471,16.29180527,16.28179359,67.18978119,67.14936829,299.5384521,2.543157578,8.894533157,101.0580978,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497692261,-1.52426E-05,294.5287041,293.8368076,0.406905203,-0.024908778,2.55461444,25.27867133,8.996877733,21.03275585,2.500960548,-0.001659002,1.64540709,0.855553458,-0.00103685,-1616.218972,-1304.729959,63.64744379,14.68700319,-0.724437741,0,2.212547092,0,#DIV/0!,#DIV/0!
173,17:46:25,wheat,1,432.5001302,0,-17.53330501,-0.001633795,-17030.1614,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-7.455291945,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.01501307,0.90917345,21.37829399,2,4.644859791,1,9.289719582,20.6851635,21.37829399,19.99951363,1.093317747,12.80040455,16.29136467,16.28150368,67.19573212,67.15571594,299.5364685,2.549034834,8.885785103,101.0580368,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497682343,-1.50131E-05,294.528294,293.8351635,0.407845564,-0.024995387,2.554550248,25.27805139,8.996547716,21.03172874,2.500802733,-0.001634083,1.645376798,0.855425935,-0.001021276,-1721.034678,-1330.439311,63.64800013,15.34837831,-0.727086456,0,2.217660306,0,#DIV/0!,#DIV/0!
174,17:46:26,wheat,1,433.5001301,0,-18.27553474,-0.001577913,-18380.36829,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-7.766161113,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014498974,0.909141597,21.37800217,2,4.644859791,1,9.289719582,20.6836071,21.37800217,19.99996567,1.091060042,13.29382229,16.290905,16.28138161,67.20228577,67.1626358,299.5342712,2.556853533,8.881443977,101.0579453,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497671356,-1.4499E-05,294.5280022,293.8336071,0.409096556,-0.025130123,2.554504568,25.27762228,8.996240669,21.03080463,2.50066075,-0.001578181,1.645362971,0.855297779,-0.000986339,-1857.482253,-1382.624793,63.64885265,15.94965831,-0.729305164,0,2.224462574,0,#DIV/0!,#DIV/0!
175,17:46:27,wheat,1,435.00013,0,-18.93106887,-0.001536588,-19552.18998,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.05061865,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.014118513,0.909097901,21.3779335,2,4.644859791,1,9.289719582,20.6867733,21.3779335,20.00943756,1.094923735,13.73544312,16.29097748,16.28170395,67.20046997,67.16083527,299.5329895,2.56010437,8.90366745,101.0579681,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497664948,-1.41185E-05,294.5279335,293.8367733,0.40961669,-0.025057019,2.55449382,25.27751019,8.995806245,21.0323534,2.500898711,-0.001536842,1.645395919,0.855502792,-0.000960504,-1975.904592,-1423.484471,63.65060467,16.48654262,-0.730883368,0,2.227290802,0,#DIV/0!,#DIV/0!
176,17:46:28,wheat,1,436.0001299,0,-19.52370824,-0.001448391,-21393.23211,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.370133257,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.013305491,0.908926266,21.37724495,2,4.644859791,1,9.289719582,20.69011307,21.37724495,20.01811981,1.095572233,14.13175011,16.29107285,16.28233337,67.19696045,67.15851593,299.5340576,2.543761015,8.925115585,101.0579834,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497670288,-1.33055E-05,294.5272449,293.8401131,0.407001753,-0.025035514,2.554386042,25.27643988,8.994106509,21.03367901,2.501102399,-0.001448617,1.645459776,0.855642624,-0.000905365,-2161.956896,-1513.841665,63.6562872,16.96897311,-0.732399522,0,2.213072083,0,#DIV/0!,#DIV/0!
177,17:46:30,wheat,1,437.5001298,0,-19.84184244,-0.001430682,-22011.20418,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.577742027,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.013140202,0.908748235,21.37634468,2,4.644859791,1,9.289719582,20.69356537,21.37634468,20.02550697,1.097100019,14.34546947,16.29132652,16.28269577,67.19358063,67.15527344,299.5392151,2.524824142,8.941695213,101.0580139,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497696075,-1.31402E-05,294.5263447,293.8435654,0.403971854,-0.024892704,2.554245131,25.27503789,8.992342119,21.03495502,2.501298482,-0.001430902,1.645496896,0.855801586,-0.000894294,-2224.408578,-1534.366248,63.66148981,17.22892436,-0.733163153,0,2.196597004,0,#DIV/0!,#DIV/0!
178,17:46:31,wheat,1,438.5001297,0,-19.53048974,-0.001405127,-22060.17917,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.485269228,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012902194,0.908519818,21.37513351,2,4.644859791,1,9.289719582,20.69705963,21.37513351,20.03140831,1.098017097,14.13838577,16.29154968,16.28307533,67.18977356,67.15123749,299.5417175,2.510163546,8.955072403,101.0580444,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497708588,-1.29022E-05,294.5251335,293.8470596,0.401626158,-0.024744695,2.554055568,25.27315448,8.990079144,21.03609657,2.501473912,-0.001405339,1.64553575,0.855938162,-0.000878318,-2229.358567,-1560.30395,63.66805512,16.97659428,-0.732460396,0,2.183842285,0,#DIV/0!,#DIV/0!
179,17:46:32,wheat,1,440.0001296,0,-18.64506822,-0.001380225,-21440.32242,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-8.097354892,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.0126699,0.908262537,21.37364388,2,4.644859791,1,9.289719582,20.70048141,21.37364388,20.0356884,1.09881115,13.54797077,16.29163361,16.28331184,67.18524933,67.1470108,299.5421448,2.504729986,8.962964058,101.0580597,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497710724,-1.26699E-05,294.5236439,293.8504814,0.400756789,-0.024581377,2.553822438,25.27084377,8.987531922,21.03706264,2.501622384,-0.00138043,1.6455599,0.856062484,-0.00086275,-2166.717383,-1582.548618,63.67516399,16.25750811,-0.730264299,0,2.179115088,0,#DIV/0!,#DIV/0!
180,17:46:33,wheat,1,441.0001296,0,-17.16649032,-0.001340366,-20327.47445,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-7.419468339,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012300862,0.90803394,21.37233925,2,4.644859791,1,9.289719582,20.70367813,21.37233925,20.03787422,1.10015738,12.5623045,16.29163933,16.2835598,67.17965698,67.14248657,299.5362854,2.504515409,8.964424133,101.0580215,3.083570004,-0.262484014,0,0,0,0,0.75,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497681427,-1.23009E-05,294.5223392,293.8536781,0.400722457,-0.024455131,2.553618277,25.26883308,8.985273277,21.03800869,2.501767786,-0.00134056,1.645584337,0.856183449,-0.000837833,-2054.254351,-1618.132601,63.68159157,15.05697204,-0.726035369,0,2.178928406,0,#DIV/0!,#DIV/0!
181,17:46:35,wheat,1,442.5001295,0,-15.58661441,-0.001377554,-17957.99694,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,0,0.87,-6.661243223,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,-0.012640387,0.907904581,21.37158585,2,4.644859791,1,9.289719582,20.70652962,21.37158585,20.03811455,1.103225589,11.51067638,16.29198456,16.28368187,67.17572784,67.13816833,299.5307922,2.516981125,8.96766758,101.0579681,3.083570004,-0.262484014,0,0,0,0,0.5,-1.355140209,7.355140209,1,0,0.159999996,111105,1.497653961,-1.26404E-05,294.5215858,293.8565296,0.402716971,-0.024239239,2.553500384,25.26767984,8.983997972,21.03905773,2.501929026,-0.001377758,1.645595804,0.856333222,-0.00086108,-1814.798683,-1560.116568,63.68496271,13.77575331,-0.720565283,0,2.189773579,0,#DIV/0!,#DIV/0!
